action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL861,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL108,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200819,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL698,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL58323,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200440,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200334,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200597,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1201023,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200395,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL605,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1201063,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200464,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1769,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1201754,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1068,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL16,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200586,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL919,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200341,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL741,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL79,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200409,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200773,CHEMBL2331043
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL750,CHEMBL2331043
ANTAGONIST,Adrenergic receptor antagonist,CHEMBL1200323,CHEMBL2331074
AGONIST,Adrenergic receptor agonist,CHEMBL1200833,CHEMBL2331074
AGONIST,Adrenergic receptor agonist,CHEMBL1256958,CHEMBL2331074
AGONIST,Adrenergic receptor agonist,CHEMBL679,CHEMBL2331074
AGONIST,Adrenergic receptor agonist,CHEMBL3184799,CHEMBL2331074
AGONIST,Adrenergic receptor agonist,CHEMBL1434513,CHEMBL2331074
AGONIST,Adrenergic receptor agonist,CHEMBL1200705,CHEMBL2331074
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL831,CHEMBL2331075
AGONIST,D2-like dopamine receptor agonist,CHEMBL1200503,CHEMBL2331075
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL71,CHEMBL2331075
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL1713,CHEMBL2331075
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL42,CHEMBL217
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL3989694,CHEMBL2331075
AGONIST,D2-like dopamine receptor agonist,CHEMBL3182733,CHEMBL2331075
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL2358147,CHEMBL217
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL1108,CHEMBL2331075
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL85,CHEMBL217
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL1201155,CHEMBL2331075
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL1200469,CHEMBL2331075
AGONIST,D2-like dopamine receptor agonist,CHEMBL1200411,CHEMBL2331075
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL1764,CHEMBL2331075
INVERSE AGONIST,D2-like dopamine receptor inverse agonist,CHEMBL1200986,CHEMBL2331075
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL1200916,CHEMBL2331075
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL479,CHEMBL2331075
AGONIST,D2-like dopamine receptor agonist,CHEMBL3187985,CHEMBL2331075
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL1201060,CHEMBL2331075
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL1615372,CHEMBL217
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL715,CHEMBL2331075
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL3188993,CHEMBL217
AGONIST,D2-like dopamine receptor agonist,CHEMBL1303,CHEMBL2331075
INVERSE AGONIST,D2-like dopamine receptor inverse agonist,CHEMBL54,CHEMBL2331075
INVERSE AGONIST,D2-like dopamine receptor inverse agonist,CHEMBL4297147,CHEMBL2331075
ANTAGONIST,D2-like dopamine receptor antagonist,CHEMBL1257040,CHEMBL2331075
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL1375743,CHEMBL217
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL3989833,CHEMBL217
NEGATIVE ALLOSTERIC MODULATOR,GABA-A receptor negative allosteric modulator,CHEMBL15891,CHEMBL2364024
NEGATIVE ALLOSTERIC MODULATOR,GABA-A receptor negative allosteric modulator,CHEMBL15891,CHEMBL2364025
INHIBITOR,Pyruvate:ferredoxin oxidoreductase inhibitor,CHEMBL1401,CHEMBL2364026
INHIBITOR,Pyruvate:ferredoxin oxidoreductase inhibitor,CHEMBL1401,CHEMBL2364027
HYDROLYTIC ENZYME,Asparagine hydrolytic enzyme,CHEMBL2108546,CHEMBL2364706
HYDROLYTIC ENZYME,Asparagine hydrolytic enzyme,CHEMBL2108989,CHEMBL2364706
INHIBITOR,Fibrinogen inhibitor,CHEMBL1201505,CHEMBL2364709
HYDROLYTIC ENZYME,Methotrexate hydrolytic enzyme,CHEMBL1863515,CHEMBL2364710
HYDROLYTIC ENZYME,Fatty acids hydrolytic enzyme,CHEMBL1201637,CHEMBL2364711
INHIBITOR,Heparin inhibitor,CHEMBL1201651,CHEMBL2364712
INHIBITOR,Integrin alpha-L/beta-2 (LFA-1) inhibitor,CHEMBL1201575,CHEMBL2364172
AGONIST,Amylin receptor AMY2; CALCR/RAMP2 agonist,CHEMBL3833353,CHEMBL2364173
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1200621,CHEMBL2363033
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL31,CHEMBL2363033
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1200393,CHEMBL2363033
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL5315124,CHEMBL2363033
OPENER,Potassium channel subfamily K member 3 opener,CHEMBL1200733,CHEMBL2321613
BLOCKER,Potassium channel subfamily K member 3 blocker,CHEMBL3989519,CHEMBL2321613
OPENER,Potassium channel subfamily K member 3 opener,CHEMBL1200694,CHEMBL2321613
OPENER,Potassium channel subfamily K member 3 opener,CHEMBL931,CHEMBL2321613
OPENER,Potassium channel subfamily K member 3 opener,CHEMBL1256,CHEMBL2321613
OPENER,Potassium channel subfamily K member 3 opener,CHEMBL1257,CHEMBL2321613
OPENER,Potassium channel subfamily K member 9 opener,CHEMBL1200733,CHEMBL2321614
BLOCKER,Potassium channel subfamily K member 9 blocker,CHEMBL3989519,CHEMBL2321614
OPENER,Potassium channel subfamily K member 9 opener,CHEMBL1200694,CHEMBL2321614
OPENER,Potassium channel subfamily K member 9 opener,CHEMBL931,CHEMBL2321614
OPENER,Potassium channel subfamily K member 9 opener,CHEMBL1256,CHEMBL2321614
OPENER,Potassium channel subfamily K member 9 opener,CHEMBL1257,CHEMBL2321614
OPENER,Potassium channel subfamily K member 2 opener,CHEMBL1200733,CHEMBL2321615
OPENER,Potassium channel subfamily K member 2 opener,CHEMBL1257,CHEMBL2321615
OPENER,Potassium channel subfamily K member 2 opener,CHEMBL1200694,CHEMBL2321615
OPENER,Potassium channel subfamily K member 2 opener,CHEMBL931,CHEMBL2321615
OPENER,Potassium channel subfamily K member 2 opener,CHEMBL1256,CHEMBL2321615
INHIBITOR,DNA-directed RNA polymerase inhibitor,CHEMBL1255800,CHEMBL2363852
INHIBITOR,70S ribosome inhibitor,CHEMBL3989551,CHEMBL2363853
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL126,CHEMBL2363135
INHIBITOR,70S ribosome inhibitor,CHEMBL564085,CHEMBL2363853
INHIBITOR,70S ribosome inhibitor,CHEMBL3989823,CHEMBL2363965
INHIBITOR,70S ribosome inhibitor,CHEMBL2218913,CHEMBL2363965
INHIBITOR,70S ribosome inhibitor,CHEMBL614,CHEMBL2363965
INHIBITOR,70S ribosome inhibitor,CHEMBL3989564,CHEMBL2364022
INHIBITOR,70S ribosome inhibitor,CHEMBL1747,CHEMBL2364022
SEQUESTERING AGENT,Bilirubin sequestering agent,CHEMBL1201451,CHEMBL2364174
SEQUESTERING AGENT,Bile acids sequestering agent,CHEMBL1201625,CHEMBL2364175
SEQUESTERING AGENT,Bile acids sequestering agent,CHEMBL1201473,CHEMBL2364175
SEQUESTERING AGENT,Bile acids sequestering agent,CHEMBL1201474,CHEMBL2364175
HYDROLYTIC ENZYME,Glucocerebroside hydrolytic enzyme,CHEMBL1201865,CHEMBL2364176
HYDROLYTIC ENZYME,Glucocerebroside hydrolytic enzyme,CHEMBL1964120,CHEMBL2364176
HYDROLYTIC ENZYME,Glucocerebroside hydrolytic enzyme,CHEMBL1201632,CHEMBL2364176
HYDROLYTIC ENZYME,Glucocerebroside hydrolytic enzyme,CHEMBL1201633,CHEMBL2364176
HYDROLYTIC ENZYME,2'-deoxyadenosine hydrolytic enzyme,CHEMBL1201514,CHEMBL2364177
HYDROLYTIC ENZYME,Adenosine hydrolytic enzyme,CHEMBL1201514,CHEMBL2364178
HYDROLYTIC ENZYME,Dermatan sulfate hydrolytic enzyme,CHEMBL1201822,CHEMBL2364179
HYDROLYTIC ENZYME,Dermatan sulfate hydrolytic enzyme,CHEMBL1201595,CHEMBL2364179
HYDROLYTIC ENZYME,Starch hydrolytic enzyme,CHEMBL1201648,CHEMBL2364180
HYDROLYTIC ENZYME,Starch hydrolytic enzyme,CHEMBL1201824,CHEMBL2364180
PROTEOLYTIC ENZYME,Polypeptides proteolytic enzyme,CHEMBL1201626,CHEMBL2364181
PROTEOLYTIC ENZYME,Polypeptides proteolytic enzyme,CHEMBL1201465,CHEMBL2364181
HYDROLYTIC ENZYME,Polypeptides hydrolytic enzyme,CHEMBL1201482,CHEMBL2364181
HYDROLYTIC ENZYME,Sucrose hydrolytic enzyme,CHEMBL1201487,CHEMBL2364182
OXIDATIVE ENZYME,Uric acid oxidative enzyme,CHEMBL1237025,CHEMBL2364183
SEQUESTERING AGENT,Phosphate sequestering agent,CHEMBL1201492,CHEMBL2364184
ANTISENSE INHIBITOR,Apo-B 100 mRNA antisense inhibitor,CHEMBL502097,CHEMBL2364185
ANTISENSE INHIBITOR,Major intermediate early region 2 mRNA antisense inhibitor,CHEMBL1201512,CHEMBL2364186
BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL797,CHEMBL2362995
BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL1100,CHEMBL2362995
BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL697,CHEMBL2362995
BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL696,CHEMBL2362995
BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL695,CHEMBL2362995
BLOCKER,Voltage-gated potassium channel blocker,CHEMBL284348,CHEMBL2362996
BLOCKER,Voltage-gated potassium channel blocker,CHEMBL1200728,CHEMBL2362996
,Unknown,CHEMBL2021423,
BINDING AGENT,Protective antigen binding agent,CHEMBL2108638,CHEMBL5352
,Radiotherapy agent,CHEMBL2107816,
,Surfactant agent,CHEMBL1963685,
,Iodine storage agent,CHEMBL1201650,
,Unknown,CHEMBL1201723,
INHIBITOR,DNA inhibitor,CHEMBL1201481,CHEMBL2311221
,Surfactant agent,CHEMBL1201624,
,Unknown,CHEMBL1201531,
,Unknown,CHEMBL1201658,
,Unknown,CHEMBL1201603,
,Unknown,CHEMBL1201516,
,Unknown,CHEMBL1201444,
,Unknown,CHEMBL1201507,
,Unknown,CHEMBL1201867,
,Surfactant agent,CHEMBL1201548,
,Surfactant agent,CHEMBL1201622,
,Surfactant agent,CHEMBL1201447,
,Unknown,CHEMBL1593906,
,Unknown,CHEMBL1200711,
,Unknown,CHEMBL2095209,
,Unknown,CHEMBL61,
,Unknown,CHEMBL1200391,
,Unknown,CHEMBL6066833,
,Unknown,CHEMBL542541,
INHIBITOR,DNA inhibitor,CHEMBL1200582,CHEMBL2311221
,Antifoaming agent,CHEMBL4297192,
,Unknown,CHEMBL1200868,
,Unknown,CHEMBL915,
,Unknown,CHEMBL2103740,
,Unknown,CHEMBL313972,
,Unknown,CHEMBL1200747,
,Colonic bacteria substrate,CHEMBL296306,
,Astringent,CHEMBL1201015,
,Unknown,CHEMBL1177,
,Unknown,CHEMBL1200676,
INHIBITOR,DNA inhibitor,CHEMBL5314346,CHEMBL2311221
,Unknown,CHEMBL1908377,
SEQUESTERING AGENT,Glutamine sequestering agent,CHEMBL1746,CHEMBL2366039
,Unknown,CHEMBL6067961,
,Unknown,CHEMBL720,
,Unknown,CHEMBL1201050,
,Unknown,CHEMBL1201864,
,Unknown,CHEMBL1243,
,Unknown,CHEMBL3989857,
,Unknown,CHEMBL1201038,
,Unknown,CHEMBL5314347,
,Unknown,CHEMBL1200887,
,Unknown,CHEMBL1200680,
,Unknown,CHEMBL1908361,
,Unknown,CHEMBL3989725,
,Unknown,CHEMBL1200714,
,Unknown,CHEMBL108545,
,Unknown,CHEMBL1356,
,Reactive metabolite scavenging agent,CHEMBL1006,
,Unknown,CHEMBL607710,
,pH lowering agent,CHEMBL1200559,
,Unknown,CHEMBL504,
,Unknown,CHEMBL3989522,
,Unknown,CHEMBL6067975,
,Unknown,CHEMBL942,
,Unknown,CHEMBL1863513,
,Reducing agent,CHEMBL1314,
,Unknown,CHEMBL43128,
,Unknown,CHEMBL3989697,
,Antacid,CHEMBL1200706,
,Unknown,CHEMBL1200354,
CHELATING AGENT,Calcium chelating agent,CHEMBL3989507,CHEMBL2364030
,Unknown,CHEMBL604,
,Unknown,CHEMBL2096660,
,Unknown,CHEMBL1200922,
,Unknown,CHEMBL2021422,
,Unknown,CHEMBL1233,
,Unknown,CHEMBL1200936,
,Unknown,CHEMBL1200471,
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL1201154,CHEMBL217
SEQUESTERING AGENT,Glutamine sequestering agent,CHEMBL1200358,CHEMBL2366039
,Unknown,CHEMBL1200943,
,Unknown,CHEMBL1201787,
,Unknown,CHEMBL1200972,
,Unknown,CHEMBL70927,
,Osmotic agent,CHEMBL1200660,
CHELATING AGENT,Iron chelating agent,CHEMBL1413,CHEMBL2363058
,Unknown,CHEMBL975,
,Unknown,CHEMBL361497,
CHELATING AGENT,Radioactive metals chelating agent,CHEMBL2096629,CHEMBL2366037
,Unknown,CHEMBL1200661,
,Unknown,CHEMBL2021424,
,Unknown,CHEMBL74,
,Radiopharmaceutical,CHEMBL2107525,
,Unknown,CHEMBL1200625,
,Unknown,CHEMBL1239,
,Unknown,CHEMBL980,
,Unknown,CHEMBL1079604,
,Unknown,CHEMBL1201171,
,Unknown,CHEMBL1615371,
,Surfactant,CHEMBL706,
,Protein synthesis inhibitor,CHEMBL46286,
,Unknown,CHEMBL1576,
,Unknown,CHEMBL1141,
INHIBITOR,DNA inhibitor,CHEMBL1201093,CHEMBL2311221
,Unknown,CHEMBL1366,
,Unknown,CHEMBL1200851,
CHELATING AGENT,Aluminium chelating agent,CHEMBL1413,CHEMBL2366381
INHIBITOR,DNA inhibitor,CHEMBL1200721,CHEMBL2311221
INHIBITOR,Anandamide amidohydrolase inhibitor,CHEMBL112,CHEMBL2243
OPENER,Vanilloid receptor opener,CHEMBL112,CHEMBL4794
HYDROLYTIC ENZYME,Asparagine hydrolytic enzyme,CHEMBL1863514,CHEMBL2364706
HYDROLYTIC ENZYME,Fatty acids hydrolytic enzyme,CHEMBL2108074,CHEMBL2364711
HYDROLYTIC ENZYME,Starch hydrolytic enzyme,CHEMBL2108074,CHEMBL2364180
HYDROLYTIC ENZYME,Polypeptides hydrolytic enzyme,CHEMBL2108074,CHEMBL2364181
AGONIST,Luteinizing hormone/Choriogonadotropin receptor agonist,CHEMBL2108427,CHEMBL1854
AGONIST,Follicle stimulating hormone receptor agonist,CHEMBL2108427,CHEMBL2024
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL2105712,CHEMBL203
INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL1213165,CHEMBL3471
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL2107387,CHEMBL214
INHIBITOR,Serotonin transporter inhibitor,CHEMBL2107387,CHEMBL228
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL2107387,CHEMBL1899
POSITIVE ALLOSTERIC MODULATOR,Soluble guanylate cyclase positive allosteric modulator,CHEMBL2107834,CHEMBL2111348
ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist",CHEMBL2103873,CHEMBL2096678
BINDING AGENT,B-lymphocyte antigen CD20 binding agent,CHEMBL1743048,CHEMBL2058
INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL1873475,CHEMBL5251
INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL3137358,CHEMBL2095231
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL87992,CHEMBL2331043
INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL2105689,CHEMBL1780
ANTAGONIST,Muscarinic acetylcholine receptor M3 antagonist,CHEMBL523299,CHEMBL245
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL1259059,CHEMBL4296320
MODULATOR,Estrogen receptor modulator,CHEMBL2106615,CHEMBL2093866
INHIBITOR,Serotonin transporter inhibitor,CHEMBL3989861,CHEMBL228
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL3989861,CHEMBL222
INHIBITOR,Potassium-transporting ATPase inhibitor,CHEMBL2146140,CHEMBL2095173
INHIBITOR,Serotonin transporter inhibitor,CHEMBL2105732,CHEMBL228
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL2105732,CHEMBL222
INHIBITOR,Cyclooxygenase inhibitor,CHEMBL139,CHEMBL2094253
SEQUESTERING AGENT,Phosphate sequestering agent,CHEMBL4802224,CHEMBL2364184
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL34259,CHEMBL202
INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL2105712,CHEMBL1824
INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,CHEMBL2105712,CHEMBL3009
INHIBITOR,"3',5'-cyclic phosphodiesterase inhibitor",CHEMBL932,CHEMBL2363066
INHIBITOR,Peptidoglycan inhibitor,CHEMBL1200628,CHEMBL3041361
,Unknown,CHEMBL1238,
INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL514800,CHEMBL2093863
AGONIST,Adrenergic receptor agonist,CHEMBL2103827,CHEMBL2331074
,Unknown,CHEMBL125,
AGONIST,Melatonin receptor agonist,CHEMBL2103822,CHEMBL2094268
AGONIST,Androgen Receptor agonist,CHEMBL2107067,CHEMBL1871
AGONIST,Leptin receptor agonist,CHEMBL2107857,CHEMBL5913
INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL1743062,CHEMBL279
ANTAGONIST,Interleukin-6 antagonist,CHEMBL1743070,CHEMBL1795129
AGONIST,Glucagon-like peptide 1 receptor agonist,CHEMBL2107841,CHEMBL1784
HYDROLYTIC ENZYME,Keratan sulfate hydrolytic enzyme,CHEMBL2108676,CHEMBL3140341
HYDROLYTIC ENZYME,Chondroitin-6-sulfate hydrolytic enzyme,CHEMBL2108676,CHEMBL3140342
INHIBITOR,Histone deacetylase inhibitor,CHEMBL408513,CHEMBL2093865
INHIBITOR,Peptidoglycan inhibitor,CHEMBL3989766,CHEMBL3041361
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL2105743,CHEMBL210
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL2105669,CHEMBL2363135
INHIBITOR,Lanosterol 14-alpha demethylase inhibitor,CHEMBL2103877,CHEMBL3307221
ANTAGONIST,Orexin receptor antagonist,CHEMBL1083659,CHEMBL3307226
INHIBITOR,Peptidoglycan inhibitor,CHEMBL3301650,CHEMBL3041361
ANTAGONIST,Proteinase-activated receptor 1 antagonist,CHEMBL2107386,CHEMBL3974
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL2107830,CHEMBL3884
INHIBITOR,Leucine-tRNA ligase inhibitor,CHEMBL443052,CHEMBL3307222
INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL2403108,CHEMBL4247
AGONIST,Prostanoid IP receptor agonist,CHEMBL2107815,CHEMBL1995
AGONIST,Vasopressin receptor agonist,CHEMBL373742,CHEMBL2363078
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL2216870,CHEMBL3130
INHIBITOR,Ceramide glucosyltransferase inhibitor,CHEMBL5723563,CHEMBL2063
INHIBITOR,Programmed cell death protein 1 inhibitor,CHEMBL3137343,CHEMBL3307223
INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL3039504,CHEMBL2095189
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL3039504,CHEMBL2095227
INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL3039504,CHEMBL2095217
ANTAGONIST,Mu opioid receptor antagonist,CHEMBL2219416,CHEMBL233
INHIBITOR,Nonstructural protein 5A inhibitor,CHEMBL2374220,CHEMBL3307224
AGONIST,Glucagon-like peptide 1 receptor agonist,CHEMBL2108027,CHEMBL1784
AGONIST,Interferon alpha/beta receptor agonist,CHEMBL2108677,CHEMBL2364170
INHIBITOR,Integrin alpha-4/beta-7 inhibitor,CHEMBL1743087,CHEMBL2095184
,Unknown,CHEMBL1256391,
ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL206253,CHEMBL249
BLOCKER,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker,CHEMBL2145077,CHEMBL1250417
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL2105704,CHEMBL2095227
AGONIST,Mu opioid receptor agonist,CHEMBL2159122,CHEMBL233
INHIBITOR,CDK6/cyclin D1 inhibitor,CHEMBL189963,CHEMBL2111455
INHIBITOR,Cyclin-dependent kinase 4/cyclin D1 inhibitor,CHEMBL189963,CHEMBL1907601
INHIBITOR,Coagulation factor X inhibitor,CHEMBL2105682,CHEMBL244
AGONIST,Parathyroid hormone receptor agonist,CHEMBL2108078,CHEMBL1793
INHIBITOR,"PARP 1, 2 and 3 inhibitor",CHEMBL521686,CHEMBL3390820
CROSS-LINKING AGENT,T cell surface glycoprotein CD3 cross-linking agent,CHEMBL1742992,CHEMBL2364168
CROSS-LINKING AGENT,B-lymphocyte antigen CD19 cross-linking agent,CHEMBL1742992,CHEMBL3390821
INHIBITOR,Bacterial beta-lactamase TEM inhibitor,CHEMBL2107817,CHEMBL2364670
INHIBITOR,Nonstructural protein 5A inhibitor,CHEMBL3127326,CHEMBL3307224
INHIBITOR,Programmed cell death protein 1 inhibitor,CHEMBL2108738,CHEMBL3307223
INHIBITOR,Interleukin 17A inhibitor,CHEMBL1743068,CHEMBL3390822
BINDING AGENT,Disialoganglioside GD2 binding agent,CHEMBL3137342,CHEMBL3390823
INHIBITOR,Lanosterol 14-alpha demethylase inhibitor,CHEMBL3137333,CHEMBL3390824
INHIBITOR,Lanosterol 14-alpha demethylase inhibitor,CHEMBL3137333,CHEMBL3390825
SEQUESTERING AGENT,Phosphate sequestering agent,CHEMBL3301597,CHEMBL2364184
INHIBITOR,Neuraminidase inhibitor,CHEMBL3989402,CHEMBL3377
INHIBITOR,Neuraminidase inhibitor,CHEMBL3989402,CHEMBL2051
,Unknown,CHEMBL205596,
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1908370,CHEMBL3038508
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1908370,CHEMBL3390827
INHIBITOR,DNA gyrase inhibitor,CHEMBL1908370,CHEMBL3038482
INHIBITOR,DNA gyrase inhibitor,CHEMBL1908370,CHEMBL3390828
INHIBITOR,Histone deacetylase inhibitor,CHEMBL3545368,CHEMBL2093865
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL3544985,CHEMBL4296320
ANTAGONIST,Purinergic receptor P2Y12 antagonist,CHEMBL1097279,CHEMBL2001
STABILISER,Cystic fibrosis transmembrane conductance regulator stabiliser,CHEMBL2103870,CHEMBL4051
INHIBITOR,Neprilysin inhibitor,CHEMBL3137301,CHEMBL1944
PARTIAL AGONIST,Dopamine D2 receptor partial agonist,CHEMBL2105760,CHEMBL217
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL2105760,CHEMBL214
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL2105760,CHEMBL224
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL406393,CHEMBL3390826
INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1213250,CHEMBL2354204
SEQUESTERING AGENT,Phosphate sequestering agent,CHEMBL1200800,CHEMBL2364184
ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL296419,CHEMBL231
BLOCKER,Voltage-gated T-type calcium channel blocker,CHEMBL1534525,CHEMBL2362995
INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL3391662,CHEMBL2095231
AGONIST,Retinoic acid receptor agonist,CHEMBL547,CHEMBL2363069
BLOCKER,Inward rectifier potassium channel 2 blocker,CHEMBL1201729,CHEMBL1914276
BLOCKER,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker,CHEMBL1201729,CHEMBL1250417
AGONIST,Muscarinic acetylcholine receptor M1 agonist,CHEMBL1200330,CHEMBL216
AGONIST,Muscarinic acetylcholine receptor M1 agonist,CHEMBL550,CHEMBL216
INHIBITOR,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,CHEMBL1703,CHEMBL3391681
BLOCKER,Anoctamin-1 blocker,CHEMBL2108184,CHEMBL2046267
ANTAGONIST,Histamine H1 receptor antagonist,CHEMBL1200467,CHEMBL231
INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL1200434,CHEMBL2093863
INHIBITOR,Phosphodiesterase 3 inhibitor,CHEMBL1200434,CHEMBL2094125
ANTAGONIST,Adenosine receptor antagonist,CHEMBL1200434,CHEMBL2111329
SEQUESTERING AGENT,Phosphate sequestering agent,CHEMBL2096647,CHEMBL2364184
INHIBITOR,Nonstructural protein 5A inhibitor,CHEMBL2303621,CHEMBL3307224
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL2103802,CHEMBL3884
AGONIST,Somatostatin receptor 3 agonist,CHEMBL5314382,CHEMBL2028
AGONIST,Somatostatin receptor 5 agonist,CHEMBL5314382,CHEMBL1792
AGONIST,Somatostatin receptor 2 agonist,CHEMBL5314382,CHEMBL1804
AGONIST,Somatostatin receptor 1 agonist,CHEMBL5314382,CHEMBL1917
INHIBITOR,Angiotensin-converting enzyme inhibitor,CHEMBL3544986,CHEMBL1808
INHIBITOR,Smoothened homolog inhibitor,CHEMBL3137317,CHEMBL5971
